start_index,end_index,average_word_length,average_sentence_length,stopword_percentage,punctuation_percentage,syntactic_complexity,avg_internal_word_freq_class,avg_external_word_freq_class,plag_confidence,contains_plag
0,32,10.0,55.0,0.0,0.0,0,13.0,13.6666666667,0.493209065634,0
35,73,4.57142857143,55.0,0.428571428571,0.0,0,5.28571428571,5.71428571429,0.391130540057,0
75,112,3.875,55.0,0.625,0.027027027027,0,5.75,6.375,0.389295151074,0
114,116,2.0,55.0,1.0,0.0,0,7.0,3.0,0.444801403416,0
118,132,4.0,55.0,0.0,0.0,0,11.0,9.66666666667,0.491005362463,0
134,304,4.36363636364,55.0,0.272727272727,0.1,0,6.84848484848,9.30303030303,0.530953786879,0
306,317,11.0,20.0,0.0,0.0,0,12.0,10.0,0.489229456788,0
319,355,5.16666666667,20.0,0.0,0.0277777777778,0,9.5,12.0,0.517360955561,0
366,403,1.0,20.0,0.0,0.135135135135,0,0.0,16.0,0.565858991229,0
406,421,4.33333333333,20.0,0.333333333333,0.0,1,6.33333333333,6.33333333333,0.387387635056,0
423,440,3.5,20.0,0.25,0.0,0,10.0,8.0,0.464481178959,0
443,468,7.66666666667,7.33333333333,0.0,0.12,0,12.6666666667,12.0,0.506164538731,0
471,495,5.25,162.0,0.25,0.0,0,6.25,7.0,0.475313982464,0
501,831,4.43636363636,162.0,0.381818181818,0.0,0,6.18181818182,6.29090909091,0.470048853225,0
834,865,5.4,162.0,0.2,0.0,0,7.2,6.8,0.475332807898,0
871,1113,4.71794871795,162.0,0.307692307692,0.0,0,7.53846153846,6.76923076923,0.471648566841,0
1116,1156,4.375,162.0,0.125,0.05,0,7.25,11.0,0.496957991813,0
1159,1196,4.0,162.0,0.125,0.0540540540541,0,7.5,10.5,0.496399582375,0
1199,1238,4.25,162.0,0.0,0.0512820512821,0,7.5,11.125,0.501026699293,0
1241,1279,4.125,162.0,0.0,0.0789473684211,0,7.125,13.0,0.509585127935,0
1289,1326,1.0,162.0,0.0,0.135135135135,0,0.0,16.0,0.527325673044,0
1329,1367,4.57142857143,162.0,0.428571428571,0.0,0,5.28571428571,5.71428571429,0.468805984466,0
1369,1377,8.0,162.0,0.0,0.0,0,10.0,12.0,0.490341071237,0
1383,2081,4.59183673469,129.5,0.255102040816,0.00573065902579,0,8.44897959184,9.85714285714,0.477825393214,0
2084,2093,4.0,97.0,0.5,0.0,0,5.5,6.0,0.433335419087,0
2095,2107,5.5,97.0,0.0,0.0,0,12.0,10.0,0.48534064687,0
2110,2142,2.8,56.5,0.1,0.15625,2,3.3,12.5,0.601742978053,0
2144,2235,5.13333333333,16.0,0.333333333333,0.021978021978,1,7.66666666667,7.53333333333,0.426298805791,0
2237,2445,3.30769230769,28.6666666667,0.346153846154,0.0817307692308,12,5.19230769231,9.23076923077,0.590828104701,0
2447,2630,4.55882352941,35.0,0.411764705882,0.0437158469945,4,5.79411764706,7.79411764706,0.33727101086,0
2632,2881,4.35416666667,24.0,0.395833333333,0.0361445783133,12,6.14583333333,8.5,0.284652620015,0
2883,3176,3.41428571429,17.5,0.371428571429,0.0682593856655,13,5.42857142857,8.47142857143,0.464134029411,0
3178,3652,3.60185185185,25.0,0.462962962963,0.0569620253165,28,5.43518518519,8.19444444444,0.418744831757,0
3654,3869,4.16666666667,48.0,0.5,0.0093023255814,10,6.02380952381,6.07142857143,0.303002493474,0
3871,4002,3.63333333333,21.3333333333,0.333333333333,0.0610687022901,6,5.26666666667,8.76666666667,0.587712965523,0
4004,4228,4.31818181818,33.0,0.409090909091,0.0535714285714,9,5.5,8.38636363636,0.293462935648,0
4230,4366,3.74193548387,28.5,0.354838709677,0.0882352941176,8,4.51612903226,9.41935483871,0.700516601629,0
4368,4665,3.8,41.0,0.4,0.0538720538721,7,5.58461538462,8.66153846154,0.38076448548,0
4667,4717,3.58333333333,30.5,0.25,0.1,1,5.08333333333,11.0833333333,0.717401233722,0
4719,4883,3.60526315789,25.0,0.368421052632,0.0731707317073,8,5.23684210526,9.07894736842,0.604440476839,0
4885,4939,3.83333333333,43.0,0.25,0.0740740740741,4,5.08333333333,9.66666666667,0.622035399519,0
4941,5074,3.8,24.0,0.266666666667,0.0902255639098,10,5.2,10.3,0.717667094821,0
5076,5240,3.94285714286,20.6666666667,0.371428571429,0.0609756097561,6,5.2,8.68571428571,0.506404223129,0
