start_index,end_index,average_word_length,average_sentence_length,stopword_percentage,punctuation_percentage,syntactic_complexity,avg_internal_word_freq_class,avg_external_word_freq_class,plag_confidence,contains_plag
0,97,3.4347826087,10.0,0.478260869565,0.0412371134021,7,4.5652173913,6.86956521739,0.327492855723,0
99,284,3.40909090909,15.8,0.613636363636,0.0648648648649,9,4.54545454545,7.27272727273,0.264498870869,0
286,1249,4.48314606742,25.5714285714,0.488764044944,0.0197300103842,42,5.84831460674,7.1797752809,0.327358888758,0
1251,1309,3.5,14.0,0.428571428571,0.0862068965517,3,3.85714285714,8.85714285714,0.54511071055,0
1311,1477,3.35,16.3333333333,0.55,0.0481927710843,14,4.025,6.625,0.211887263347,0
1479,1550,3.35294117647,14.0,0.647058823529,0.056338028169,5,3.58823529412,5.94117647059,0.31763234435,0
1552,1726,3.18181818182,18.0,0.613636363636,0.051724137931,12,3.72727272727,6.77272727273,0.280924522267,0
1728,1869,3.8,12.6666666667,0.533333333333,0.0283687943262,9,4.3,5.76666666667,0.255995868531,0
1871,1902,3.375,8.5,0.25,0.0967741935484,3,3.5,9.25,0.72830716146,0
1904,2204,3.61764705882,11.1428571429,0.470588235294,0.0633333333333,12,4.35294117647,7.04411764706,0.306892777838,0
2206,2271,3.3125,8.5,0.5625,0.0615384615385,3,4.75,7.875,0.394479987049,0
2273,2399,3.1875,8.75,0.46875,0.0714285714286,13,3.78125,7.5,0.430432209752,0
2401,2407,1.5,6.5,0.0,0.5,0,1.5,13.5,0.577722571645,0
2409,2605,3.09803921569,21.0,0.529411764706,0.0714285714286,14,3.98039215686,7.05882352941,0.288336724025,0
2607,2658,4.0,12.0,0.181818181818,0.078431372549,1,5.45454545455,11.0909090909,0.627553968777,0
2660,2762,3.07692307692,9.66666666667,0.692307692308,0.0490196078431,10,3.69230769231,5.61538461538,0.353094782941,0
2764,2815,3.90909090909,9.0,0.454545454545,0.0980392156863,2,4.0,7.45454545455,0.449554664002,0
2817,3233,3.85057471264,10.7777777778,0.563218390805,0.03125,22,4.91954022989,5.73563218391,0.257620440658,0
3235,3391,3.2972972973,15.3333333333,0.702702702703,0.025641025641,12,4.24324324324,5.43243243243,0.297047339966,0
3393,3421,2.55555555556,6.5,0.666666666667,0.107142857143,3,2.55555555556,8.0,0.49147169472,0
3423,3437,3.25,13.0,0.25,0.214285714286,0,4.5,13.0,0.702938428759,0
3439,3716,3.62903225806,21.0,0.548387096774,0.043321299639,17,4.67741935484,7.12903225806,0.144541264308,0
3718,3994,3.56451612903,23.5,0.532258064516,0.036231884058,23,4.03225806452,6.06451612903,0.201632502686,0
3996,4041,3.7,32.0,0.5,0.0222222222222,3,4.4,7.4,0.343343622656,0
4043,4051,2.33333333333,32.0,0.333333333333,0.125,0,3.33333333333,10.0,0.57092500518,0
4053,4762,3.83783783784,18.0,0.641891891892,0.0197461212976,58,4.58783783784,5.59459459459,0.283823386941,0
4764,5446,3.85074626866,13.4,0.634328358209,0.0161290322581,57,4.79850746269,5.30597014925,0.29739317047,0
5448,6157,4.20714285714,20.0,0.435714285714,0.0366713681241,35,4.85714285714,7.65714285714,0.278511390405,0
6159,6925,3.90625,18.6666666667,0.5375,0.0313315926893,48,4.79375,6.6125,0.226693484244,0
6927,6961,3.22222222222,7.0,0.333333333333,0.117647058824,4,4.11111111111,8.77777777778,0.716125675498,0
6963,7015,4.09090909091,7.66666666667,0.454545454545,0.0961538461538,4,4.0,7.72727272727,0.459973845627,0
7017,7061,3.08333333333,11.5,0.416666666667,0.113636363636,4,4.16666666667,10.3333333333,0.741129768946,0
7063,7401,3.71232876712,13.0,0.602739726027,0.0295857988166,20,4.65753424658,5.84931506849,0.230716679527,0
7403,7421,3.4,18.0,0.4,0.222222222222,3,3.2,11.4,0.670781531843,0
7423,7564,3.77419354839,19.5,0.483870967742,0.0496453900709,15,4.38709677419,7.41935483871,0.173281514981,0
7566,7727,3.39473684211,12.0,0.631578947368,0.0372670807453,18,4.05263157895,6.44736842105,0.27089130008,0
7729,7772,3.6,20.0,0.4,0.0697674418605,4,4.4,8.1,0.403605065791,0
7774,8145,3.5,20.0,0.595238095238,0.0242587601078,33,4.34523809524,5.89285714286,0.200587898604,0
8147,8549,3.64444444444,12.875,0.533333333333,0.0522388059701,28,4.74444444444,6.94444444444,0.194367756014,0
8551,8603,3.66666666667,13.0,0.333333333333,0.0769230769231,3,3.91666666667,8.66666666667,0.586899735599,0
8605,8698,3.17391304348,14.5,0.565217391304,0.0322580645161,4,4.08695652174,5.52173913043,0.298582215151,0
8700,8717,2.14285714286,6.5,0.285714285714,0.235294117647,3,3.28571428571,10.2857142857,0.66944484665,0
8719,8804,3.45,14.0,0.5,0.0588235294118,4,4.1,6.55,0.289288370283,0
8806,8895,3.42857142857,22.0,0.47619047619,0.0449438202247,6,5.09523809524,7.66666666667,0.29571343316,0
8897,8988,3.31818181818,22.0,0.5,0.043956043956,8,4.36363636364,6.27272727273,0.242200466163,0
8991,9001,4.5,10.0,0.0,0.0,0,10.0,12.5,0.5240200924,0
9003,9021,5.33333333333,10.0,0.333333333333,0.0,0,6.66666666667,9.33333333333,0.47042469847,0
9024,10226,3.93951612903,21.0833333333,0.483870967742,0.0282861896839,67,4.83870967742,6.58870967742,0.30849516607,0
10228,11338,4.19815668203,13.5625,0.497695852535,0.0306306306306,54,5.02304147465,6.93087557604,0.301353606407,0
11340,11441,3.15384615385,26.0,0.5,0.0693069306931,7,4.0,7.5,0.34874050116,0
11443,11462,2.28571428571,7.5,0.428571428571,0.157894736842,4,2.71428571429,10.0,0.647577715995,0
11464,11558,2.96,10.75,0.56,0.063829787234,6,4.12,6.76,0.367317269204,0
11560,11781,3.56,12.2,0.64,0.0452488687783,12,4.58,6.42,0.268042684248,0
11783,11821,2.81818181818,15.0,0.545454545455,0.105263157895,4,2.90909090909,8.0,0.485801330727,0
11823,12046,3.58,12.75,0.52,0.0313901345291,14,4.56,6.42,0.220300805076,0
12048,13750,4.10355029586,19.8823529412,0.556213017751,0.0217391304348,96,4.73964497041,6.13609467456,0.364312357039,0
13752,13895,3.31428571429,15.3333333333,0.542857142857,0.0629370629371,10,3.82857142857,7.8,0.31782827383,0
13897,13943,3.08333333333,11.0,0.5,0.0652173913043,3,4.0,6.41666666667,0.373977581345,0
13945,13989,3.7,10.5,0.4,0.0681818181818,2,3.5,7.5,0.463293684667,0
13991,14134,3.35294117647,15.6666666667,0.558823529412,0.041958041958,11,3.97058823529,6.55882352941,0.235434848773,0
14136,14187,3.30769230769,15.0,0.230769230769,0.078431372549,0,3.84615384615,9.23076923077,0.693160948635,0
14189,14202,4.33333333333,3.5,0.0,0.230769230769,0,2.66666666667,14.3333333333,0.618355625717,0
14204,14236,3.5,8.0,0.25,0.125,2,3.5,10.875,0.781775441454,0
14238,14303,3.3125,15.5,0.5625,0.0615384615385,3,3.8125,6.75,0.303526109235,0
14305,14362,3.06666666667,14.5,0.533333333333,0.0701754385965,6,3.33333333333,6.8,0.371133721538,0
14364,14462,3.16,12.6666666667,0.56,0.0816326530612,10,3.72,7.48,0.371856470557,0
14464,14509,2.84615384615,24.0,0.307692307692,0.111111111111,2,3.69230769231,9.30769230769,0.6241574773,0
14511,14817,3.71641791045,22.6666666667,0.462686567164,0.0392156862745,17,4.82089552239,7.34328358209,0.216195523198,0
14819,15948,3.96536796537,13.6666666667,0.489177489177,0.030115146147,68,4.67965367965,6.57575757576,0.323491786057,0
15950,16017,3.73333333333,16.0,0.466666666667,0.0597014925373,5,3.93333333333,7.26666666667,0.299565113031,0
16019,16298,3.53968253968,21.0,0.587301587302,0.0322580645161,20,4.47619047619,6.07936507937,0.18128741622,0
16300,16763,3.91666666667,11.4444444444,0.510416666667,0.036717062635,31,4.51041666667,6.55208333333,0.234293395375,0
16765,16791,2.75,19.0,0.25,0.153846153846,0,3.875,10.0,0.744392075095,0
16793,17228,3.53535353535,18.0,0.565656565657,0.0436781609195,30,3.9898989899,6.34343434343,0.167527768269,0
17230,17277,3.16666666667,27.0,0.583333333333,0.0425531914894,4,4.16666666667,7.25,0.320963460055,0
17279,17651,3.83544303797,9.27272727273,0.506329113924,0.0510752688172,24,4.77215189873,7.0,0.28318070223,0
17653,17695,2.61538461538,6.66666666667,0.384615384615,0.119047619048,3,3.38461538462,9.61538461538,0.692188814954,0
17697,17993,3.38028169014,13.1666666667,0.507042253521,0.0675675675676,20,4.19718309859,6.80281690141,0.244860744858,0
17995,18031,3.44444444444,5.66666666667,0.222222222222,0.138888888889,1,3.0,10.1111111111,0.734414701771,0
18033,18055,2.25,7.5,0.5,0.136363636364,1,2.25,8.125,0.562261716972,0
18057,18419,3.92,10.1111111111,0.48,0.0414364640884,14,5.01333333333,6.62666666667,0.295299739175,0
18421,18684,3.55737704918,15.2,0.491803278689,0.0684410646388,14,4.01639344262,7.90163934426,0.296573594713,0
18686,18749,3.53333333333,9.0,0.4,0.0793650793651,5,3.93333333333,8.4,0.545517611127,0
18751,18871,3.46428571429,17.5,0.5,0.05,5,4.57142857143,6.82142857143,0.231558232838,0
18873,19136,3.62711864407,22.3333333333,0.457627118644,0.0456273764259,11,4.71186440678,7.0,0.228229890123,0
19138,19170,3.375,17.5,0.375,0.09375,1,3.375,7.125,0.475598823296,0
19172,19830,4.24031007752,19.1428571429,0.480620155039,0.0364741641337,25,4.59689922481,6.72093023256,0.22108163231,0
19832,19841,1.6,8.5,0.4,0.333333333333,2,2.0,12.0,0.599257704443,0
19843,19894,3.5,21.5,0.5,0.0588235294118,2,4.5,6.66666666667,0.259875004345,0
19896,19927,2.77777777778,31.0,0.555555555556,0.0645161290323,5,4.33333333333,7.66666666667,0.392380149007,0
19929,20240,3.73529411765,21.75,0.529411764706,0.048231511254,20,4.45588235294,6.70588235294,0.132621338452,0
20242,20288,3.54545454545,12.0,0.363636363636,0.108695652174,2,4.27272727273,10.4545454545,0.757010019674,0
20290,20426,3.53125,12.6666666667,0.4375,0.0735294117647,9,4.34375,8.46875,0.449350484512,0
20428,20446,2.66666666667,5.0,0.333333333333,0.166666666667,1,2.83333333333,11.5,0.707425870723,0
