start_index,end_index,average_word_length,average_sentence_length,stopword_percentage,punctuation_percentage,syntactic_complexity,avg_internal_word_freq_class,avg_external_word_freq_class,plag_confidence,contains_plag
0,390,3.44565217391,57.0,0.467391304348,0.0435897435897,26,4.23913043478,7.5652173913,0.210070925472,0
392,906,4.17475728155,55.5,0.359223300971,0.0389105058366,19,5.1359223301,8.4854368932,0.176856527356,0
908,930,2.375,46.0,0.25,0.181818181818,1,2.125,11.125,0.669241601079,0
932,999,2.84210526316,42.3333333333,0.421052631579,0.0746268656716,5,3.94736842105,8.36842105263,0.254073561601,0
1001,1447,3.35185185185,78.5,0.5,0.0560538116592,39,4.25925925926,7.68518518519,0.309823605638,0
1449,1533,3.45,49.0,0.45,0.0595238095238,3,4.7,8.15,0.175226310104,0
1535,1642,2.89655172414,32.0,0.51724137931,0.0560747663551,8,4.55172413793,7.1724137931,0.195866749471,0
1644,1761,3.23333333333,24.3333333333,0.4,0.0854700854701,11,3.8,8.63333333333,0.246402962642,0
1763,1922,3.04651162791,26.0,0.395348837209,0.106918238994,6,4.04651162791,8.95348837209,0.300577051661,0
1924,2054,3.0,23.6666666667,0.457142857143,0.0692307692308,10,3.85714285714,8.25714285714,0.227229987329,0
2056,2213,3.55555555556,21.0,0.444444444444,0.0445859872611,8,4.5,6.97222222222,0.147817834276,0
2215,2285,3.10526315789,7.0,0.368421052632,0.114285714286,4,3.52631578947,9.05263157895,0.368197166868,0
2287,3283,3.83568075117,10.1904761905,0.422535211268,0.0481927710843,40,4.99530516432,8.55399061033,0.250426176611,1
3285,3847,4.24545454545,12.2222222222,0.418181818182,0.0409252669039,21,5.1,8.17272727273,0.166355972443,1
3849,3916,5.27272727273,2.2,0.272727272727,0.089552238806,1,5.72727272727,10.4545454545,0.355727750988,1
3918,4229,3.54929577465,22.8,0.549295774648,0.0450160771704,17,4.30985915493,7.07042253521,0.17766723533,1
4231,4438,3.90909090909,39.0,0.409090909091,0.0434782608696,12,4.59090909091,7.72727272727,0.061810834971,0
4440,4589,3.61764705882,47.5,0.441176470588,0.0536912751678,10,4.47058823529,7.82352941176,0.130583636976,0
4591,4685,4.10526315789,61.0,0.421052631579,0.031914893617,4,5.0,6.89473684211,0.198283406624,0
4687,4797,4.08695652174,61.0,0.304347826087,0.0545454545455,3,4.52173913043,9.47826086957,0.275553323391,0
4799,4862,2.63157894737,52.0,0.526315789474,0.0793650793651,4,3.68421052632,7.89473684211,0.298100370254,0
4864,5052,3.58139534884,39.0,0.46511627907,0.0478723404255,16,4.79069767442,7.67441860465,0.0906377951168,0
5054,5204,3.57142857143,25.0,0.342857142857,0.0666666666667,8,4.05714285714,8.71428571429,0.205837332274,0
5206,5273,4.0,15.0,0.5,0.0597014925373,1,5.28571428571,8.07142857143,0.193064524293,0
5275,5602,3.94029850746,22.3333333333,0.462686567164,0.0183486238532,10,5.4328358209,6.14925373134,0.170421290596,0
5604,5915,4.33898305085,59.0,0.474576271186,0.016077170418,16,5.49152542373,7.03389830508,0.193695479404,0
5917,6255,4.7,30.0,0.483333333333,0.0266272189349,11,5.65,6.8,0.171494957463,0
6257,6616,4.16901408451,35.5,0.464788732394,0.025069637883,20,5.28169014085,7.32394366197,0.123226826865,0
6618,7665,4.3567839196,33.1666666667,0.467336683417,0.0219675262655,64,5.24120603015,7.13567839196,0.307828721307,0
7667,8069,4.16455696203,19.75,0.53164556962,0.0223880597015,15,5.24050632911,6.40506329114,0.176411519537,0
8071,8580,4.75555555556,90.0,0.444444444444,0.0176817288802,18,5.65555555556,7.66666666667,0.293842316905,0
8582,8995,4.3,43.6666666667,0.4625,0.0290556900726,20,5.075,7.6125,0.125953455039,0
8997,9468,3.91919191919,33.3333333333,0.424242424242,0.0382165605096,14,4.78787878788,7.67676767677,0.0434426401193,0
9470,9600,3.79310344828,27.6666666667,0.344827586207,0.0692307692308,5,4.37931034483,9.37931034483,0.212643236948,0
9602,9883,4.27777777778,55.0,0.518518518519,0.017793594306,18,5.40740740741,6.81481481481,0.190095245103,0
9885,10170,4.29090909091,18.3333333333,0.490909090909,0.0280701754386,12,5.0,6.92727272727,0.153761263897,0
10172,10328,4.75,28.0,0.357142857143,0.0320512820513,3,5.67857142857,8.60714285714,0.199255573856,0
10331,10346,7.0,2.0,0.0,0.0666666666667,0,8.5,12.5,0.446391339688,0
10351,10460,3.73913043478,49.0,0.391304347826,0.045871559633,3,4.30434782609,8.04347826087,0.172545737521,0
10464,10477,3.0,49.0,0.0,0.307692307692,0,4.5,15.75,0.764578648362,0
10479,10879,4.56164383562,33.3333333333,0.452054794521,0.0225,16,5.53424657534,6.82191780822,0.154244917523,0
10881,11612,4.13793103448,30.8333333333,0.427586206897,0.0273597811218,26,5.28275862069,7.35172413793,0.14371462854,0
11614,11781,3.29268292683,45.5,0.439024390244,0.0538922155689,14,4.24390243902,7.73170731707,0.157772503133,0
11783,11918,3.92857142857,50.0,0.464285714286,0.0148148148148,7,4.64285714286,6.46428571429,0.173394181191,0
11920,11999,2.95454545455,39.0,0.409090909091,0.113924050633,4,4.04545454545,9.5,0.342734185156,0
12001,12185,3.59523809524,18.75,0.5,0.0652173913043,13,4.69047619048,7.52380952381,0.15676947117,0
12187,12588,4.175,40.5,0.3375,0.0349127182045,14,5.0875,8.175,0.12058006527,0
12590,12681,3.94736842105,19.0,0.421052631579,0.032967032967,3,5.26315789474,7.05263157895,0.160418823303,0
12683,12827,3.16216216216,27.5,0.351351351351,0.0694444444444,7,4.0,8.40540540541,0.226533202155,0
12829,12999,4.17647058824,23.5,0.441176470588,0.0352941176471,7,4.79411764706,7.38235294118,0.119480073602,0
13001,13349,3.71052631579,30.6666666667,0.552631578947,0.0459770114943,17,4.88157894737,6.84210526316,0.155895397969,0
13351,14324,3.57013574661,37.3333333333,0.497737556561,0.0411099691675,61,4.72398190045,7.37104072398,0.308512679182,0
14326,14675,3.5625,13.5,0.4125,0.0601719197708,19,4.675,8.125,0.169471947469,0
14677,14782,3.95454545455,40.0,0.318181818182,0.0285714285714,4,4.90909090909,8.40909090909,0.163653744301,0
14784,15179,3.68181818182,55.0,0.465909090909,0.0481012658228,17,4.40909090909,7.73863636364,0.166340103986,1
15181,15284,3.78260869565,13.0,0.304347826087,0.0776699029126,3,4.04347826087,9.34782608696,0.290465512599,1
15286,15358,3.625,17.0,0.5625,0.0277777777778,5,4.5625,5.8125,0.215354099692,1
15360,16185,3.48704663212,47.3333333333,0.419689119171,0.0509090909091,37,4.43005181347,8.13989637306,0.231471342548,1
16187,16631,3.97826086957,50.5,0.521739130435,0.0315315315315,26,4.82608695652,7.4347826087,0.177908081698,0
16633,16911,3.70967741935,32.0,0.435483870968,0.0467625899281,15,4.12903225806,7.83870967742,0.115088033355,0
16913,17074,4.02941176471,18.5,0.323529411765,0.0621118012422,5,4.52941176471,9.11764705882,0.214219529036,0
17077,17093,7.5,3.0,0.0,0.0625,0,8.5,12.5,0.44622289324,0
17098,17240,3.53125,37.0,0.28125,0.056338028169,2,4.75,9.0625,0.231730421095,0
17242,17725,4.11340206186,63.0,0.412371134021,0.0331262939959,19,5.37113402062,7.85567010309,0.195837312265,0
17727,17910,4.27777777778,36.0,0.333333333333,0.0437158469945,3,5.13888888889,8.19444444444,0.156781314095,0
17912,18079,3.75,36.0,0.527777777778,0.0239520958084,13,4.91666666667,5.63888888889,0.18142580264,0
