start_index,end_index,average_word_length,average_sentence_length,stopword_percentage,punctuation_percentage,syntactic_complexity,avg_internal_word_freq_class,avg_external_word_freq_class,plag_confidence,contains_plag
0,11,11.0,11.0,0.0,0.0,0,13.0,16.0,0.515370132949,0
13,24,5.0,11.0,0.5,0.0,0,5.0,9.5,0.37121754417,0
26,53,4.6,11.0,0.2,0.0740740740741,0,10.6,10.8,0.594184795384,0
65,208,4.75,11.6666666667,0.3,0.034965034965,0,8.35,8.15,0.484632148169,0
220,546,4.09090909091,13.6,0.490909090909,0.0306748466258,15,6.25454545455,7.49090909091,0.290102091454,0
558,867,4.1568627451,17.0,0.43137254902,0.0258899676375,12,5.98039215686,7.49019607843,0.277438069372,0
869,884,4.66666666667,21.0,0.333333333333,0.0666666666667,0,9.0,12.0,0.578956914907,0
886,1051,3.72972972973,57.5,0.432432432432,0.0666666666667,6,4.89189189189,8.56756756757,0.326502299371,0
1058,1112,4.25,94.0,0.25,0.0,0,8.0,5.5,0.430810047687,0
1119,1953,4.36734693878,94.0,0.367346938776,0.0,0,6.16326530612,7.04081632653,0.400078330432,0
1955,2114,4.82142857143,50.0,0.321428571429,0.0377358490566,4,7.25,8.96428571429,0.406052453358,0
2116,2124,8.0,25.0,0.0,0.0,0,10.0,16.0,0.537939457535,0
2126,2128,2.0,25.0,1.0,0.0,0,4.0,3.0,0.398143279933,0
2130,2138,8.0,25.0,0.0,0.0,0,6.0,16.0,0.528521530718,0
2140,2148,8.0,25.0,0.0,0.0,0,10.0,16.0,0.537939457535,0
2150,2156,2.5,25.0,0.5,0.0,0,7.5,5.5,0.393938063244,0
2158,2160,2.0,25.0,1.0,0.5,0,4.0,3.0,0.471912622702,0
2162,2775,3.90625,33.75,0.4453125,0.0293637846656,34,5.0625,7.296875,0.09438770777,0
2778,2842,3.85714285714,14.0,0.357142857143,0.078125,0,5.07142857143,8.5,0.417592764952,0
2844,4036,4.22746781116,33.2857142857,0.502145922747,0.0293624161074,54,5.39484978541,7.33905579399,0.140343503645,0
4038,5540,4.27147766323,58.2,0.498281786942,0.0246338215712,74,5.16151202749,7.13745704467,0.269111749334,0
5542,6244,4.14285714286,35.0,0.464285714286,0.0299145299145,35,5.08571428571,7.31428571429,0.0779705006021,0
6247,6295,3.25,12.0,0.166666666667,0.0833333333333,0,6.33333333333,10.5833333333,0.746984588193,0
6297,6879,4.47706422018,36.3333333333,0.43119266055,0.0292096219931,19,5.55963302752,7.29357798165,0.166787547392,0
6882,7145,3.53448275862,14.5,0.465517241379,0.0608365019011,10,4.75862068966,7.86206896552,0.327667628666,0
7147,7687,4.25471698113,35.3333333333,0.415094339623,0.0351851851852,28,5.08490566038,7.88679245283,0.137897422667,0
7690,7735,3.16666666667,6.33333333333,0.333333333333,0.133333333333,0,3.5,9.25,0.505781382736,0
7738,7767,3.57142857143,8.0,0.285714285714,0.103448275862,0,5.42857142857,10.4285714286,0.610367391788,0
7769,7771,2.0,60.0,0.0,0.0,0,11.0,16.0,0.592202313246,0
7773,9395,4.4131147541,43.7142857143,0.468852459016,0.0265104808878,65,5.28524590164,7.51803278689,0.205910634425,0
9398,9572,3.91428571429,17.5,0.314285714286,0.0402298850575,2,5.57142857143,7.8,0.383371369383,0
9574,9945,4.27777777778,24.0,0.486111111111,0.0323450134771,18,5.40277777778,7.22222222222,0.186963958151,0
9947,12144,4.20601851852,30.8571428571,0.407407407407,0.0336822940373,78,5.23842592593,7.88657407407,0.254528941369,0
12147,12277,3.32258064516,31.0,0.193548387097,0.0692307692308,2,5.96774193548,9.67741935484,0.596994900992,0
12280,12337,3.2,15.0,0.133333333333,0.105263157895,0,4.93333333333,11.6,0.71156710444,0
12340,12496,3.57142857143,13.0,0.314285714286,0.0833333333333,7,4.48571428571,9.62857142857,0.487760689294,0
12499,12563,3.375,8.5,0.125,0.109375,1,5.625,11.3125,0.757293974739,0
12566,12686,4.71428571429,7.0,0.380952380952,0.05,6,6.47619047619,9.57142857143,0.450866181994,0
12688,13947,4.11417322835,31.75,0.397637795276,0.0413026211279,43,5.21653543307,7.85039370079,0.140698737005,0
13950,14169,4.26829268293,41.0,0.365853658537,0.041095890411,6,5.80487804878,9.43902439024,0.33739741133,0
14172,14285,3.25,14.0,0.321428571429,0.106194690265,0,4.0,9.21428571429,0.492254230258,0
14287,15505,4.25210084034,20.3076923077,0.436974789916,0.0410509031199,34,5.32352941176,7.65546218487,0.197360083466,1
