start_index,end_index,average_word_length,average_sentence_length,stopword_percentage,punctuation_percentage,syntactic_complexity,avg_internal_word_freq_class,avg_external_word_freq_class,plag_confidence,contains_plag
0,87,3.22727272727,9.83333333333,0.5,0.103448275862,6,3.18181818182,7.18181818182,0.246003362837,0
89,300,3.625,13.0,0.416666666667,0.0616113744076,8,3.72916666667,8.1875,0.197735894441,0
302,326,3.5,8.0,0.333333333333,0.166666666667,0,2.83333333333,9.16666666667,0.559489998188,0
328,937,3.56204379562,20.0,0.489051094891,0.0394088669951,36,3.89051094891,6.40875912409,0.374770222829,0
939,1006,4.14285714286,5.0,0.357142857143,0.089552238806,4,3.14285714286,9.28571428571,0.397647372647,0
1008,1134,3.85185185185,11.3333333333,0.444444444444,0.0555555555556,7,3.55555555556,6.7037037037,0.0938932529061,0
1136,1163,2.75,7.5,0.5,0.111111111111,2,2.875,6.5,0.407163913831,0
1165,1262,3.63636363636,14.0,0.454545454545,0.0618556701031,4,3.0,7.59090909091,0.238319651318,0
1264,1353,3.89473684211,20.0,0.421052631579,0.0561797752809,6,3.52631578947,7.78947368421,0.265648909482,0
1355,1468,3.5,8.25,0.538461538462,0.0619469026549,6,3.69230769231,6.5,0.187578023042,0
1470,1620,4.92307692308,9.0,0.307692307692,0.04,3,4.26923076923,7.65384615385,0.347650832954,0
1622,1897,4.2,32.0,0.527272727273,0.0472727272727,16,3.49090909091,7.03636363636,0.366100892865,0
1899,1928,2.6,6.0,0.2,0.310344827586,0,2.2,10.9,0.840584053196,0
1930,1947,3.75,2.66666666667,0.5,0.235294117647,0,3.0,7.5,0.436288750914,0
1949,1972,2.5,7.0,0.25,0.217391304348,2,2.25,11.125,0.811600307992,0
1974,2236,3.47540983607,14.6,0.573770491803,0.0572519083969,14,3.31147540984,5.98360655738,0.229691761094,0
2238,2356,3.20689655172,9.75,0.586206896552,0.0508474576271,10,3.34482758621,5.51724137931,0.248154189837,0
2358,2401,4.0,10.0,0.444444444444,0.046511627907,1,3.55555555556,7.66666666667,0.213187170742,0
2403,2458,3.83333333333,12.0,0.416666666667,0.0727272727273,3,3.66666666667,6.75,0.175153129758,0
2460,2503,3.0,6.66666666667,0.416666666667,0.116279069767,5,3.0,9.58333333333,0.501661040232,0
2505,2581,3.44444444444,7.66666666667,0.5,0.0789473684211,1,3.16666666667,6.5,0.266045257611,0
2583,2594,2.0,7.0,0.2,0.363636363636,0,2.2,12.6,0.7345120778,0
2596,3311,3.97260273973,19.375,0.547945205479,0.0251748251748,29,3.81506849315,5.78767123288,0.33457183017,0
3313,3348,3.22222222222,5.5,0.444444444444,0.0857142857143,0,3.11111111111,6.66666666667,0.353991300766,0
3350,3356,3.0,6.0,0.0,0.5,0,2.5,12.0,0.697059695861,0
3358,3392,2.9,7.0,0.4,0.147058823529,3,2.5,10.1,0.652261388236,0
3394,3437,4.0,4.66666666667,0.555555555556,0.093023255814,1,3.33333333333,6.11111111111,0.277433853191,0
3439,3462,4.2,3.5,0.4,0.130434782609,1,2.0,10.6,0.570411383453,0
3464,3470,3.0,3.5,0.0,0.5,0,2.5,12.0,0.696900755457,0
3472,3530,3.84615384615,8.0,0.384615384615,0.0862068965517,3,3.38461538462,9.92307692308,0.375033345501,0
3532,3786,4.48936170213,13.25,0.553191489362,0.0354330708661,11,3.95744680851,5.87234042553,0.245624647625,0
3788,3859,4.0,4.0,0.533333333333,0.0845070422535,4,3.06666666667,7.6,0.302120444928,0
